direction,day,entry_time,entry,sl,tp1,tp2,orig_risk,or_high,or_low,exit_time,exit,reason,r_multiple,half_closed
long,2026-07-29,2026-07-29 14:00:00-04:00,27826.5,27510.0,28143.0,28459.5,316.5,27826.5,27510.0,2026-07-29 15:00:00-04:00,27510.0,SL,-1.0131879146919431,False
long,2026-07-30,2026-07-30 15:00:00-04:00,28246.5,28022.5,28470.5,28694.5,224.0,28246.5,28022.5,2026-07-30 15:00:00-04:00,28230.75,EOD flatten,-0.08922756696428571,False
long,2026-07-31,2026-07-31 13:00:00-04:00,28393.0,28079.75,28706.25,29019.5,313.25,28393.0,28079.75,2026-07-31 15:00:00-04:00,28402.75,EOD flatten,0.017529289704708698,False
long,2026-08-03,2026-08-03 11:00:00-04:00,28803.75,28529.5,29078.0,29352.25,274.25,28803.75,28529.5,2026-08-03 15:00:00-04:00,28900.25,EOD flatten,0.33611463081130355,False
long,2026-08-04,2026-08-04 11:00:00-04:00,29572.75,29572.75,29713.5,29854.25,140.75,29572.75,29432.0,2026-08-04 13:00:00-04:00,29854.25,TP1+TP2,1.4684837477797514,True
long,2026-08-06,2026-08-06 11:00:00-04:00,29667.0,29488.0,29846.0,30025.0,179.0,29667.0,29488.0,2026-08-06 12:00:00-04:00,29488.0,SL,-1.0248606145251398,False
long,2026-08-07,2026-08-07 11:00:00-04:00,29779.5,29564.5,29994.5,30209.5,215.0,29779.5,29564.5,2026-08-07 15:00:00-04:00,29834.25,EOD flatten,0.23387476744186045,False
long,2026-08-13,2026-08-13 15:00:00-04:00,30267.5,30155.75,30379.25,30491.0,111.75,30267.5,30155.75,2026-08-13 15:00:00-04:00,30194.0,EOD flatten,-0.6983456375838927,False
long,2026-08-17,2026-08-17 11:00:00-04:00,30246.0,30155.25,30336.75,30427.5,90.75,30246.0,30155.25,2026-08-17 13:00:00-04:00,30155.25,SL,-1.049993388429752,False
long,2026-08-19,2026-08-19 11:00:00-04:00,29624.5,29375.75,29873.25,30122.0,248.75,29624.5,29375.75,2026-08-19 15:00:00-04:00,29521.5,EOD flatten,-0.4319343718592965,False
long,2026-08-20,2026-08-20 11:00:00-04:00,29433.5,29305.0,29562.0,29690.5,128.5,29433.5,29305.0,2026-08-20 12:00:00-04:00,29305.0,SL,-1.0343581712062258,False
long,2026-08-21,2026-08-21 11:00:00-04:00,29335.5,29335.5,29451.0,29566.5,115.5,29335.5,29220.0,2026-08-21 15:00:00-04:00,29395.25,Partial TP1 + EOD,0.7205599567099567,True
long,2026-08-24,2026-08-24 11:00:00-04:00,29110.75,28953.5,29268.0,29425.25,157.25,29110.75,28953.5,2026-08-24 15:00:00-04:00,29099.5,EOD flatten,-0.09931073131955484,False
long,2026-08-26,2026-08-26 15:00:00-04:00,29332.5,29156.75,29508.25,29684.0,175.75,29332.5,29156.75,2026-08-26 15:00:00-04:00,29297.25,EOD flatten,-0.22560384068278805,False
long,2026-08-27,2026-08-27 11:00:00-04:00,29623.5,29478.5,29768.5,29913.5,145.0,29623.5,29478.5,2026-08-27 15:00:00-04:00,29691.75,EOD flatten,0.4400446551724138,False
long,2026-08-28,2026-08-28 11:00:00-04:00,29799.0,29505.0,30093.0,30387.0,294.0,29799.0,29505.0,2026-08-28 12:00:00-04:00,29505.0,SL,-1.0152035714285714,False
long,2026-08-31,2026-08-31 13:00:00-04:00,29447.75,29355.0,29540.5,29633.25,92.75,29447.75,29355.0,2026-08-31 15:00:00-04:00,29506.0,EOD flatten,0.5804079514824797,False
long,2026-09-01,2026-09-01 11:00:00-04:00,29268.0,29085.25,29450.75,29633.5,182.75,29268.0,29085.25,2026-09-01 14:00:00-04:00,29085.25,SL,-1.0240229822161422,False
long,2026-09-03,2026-09-03 11:00:00-04:00,29368.0,29368.0,29494.25,29620.5,126.25,29368.0,29241.75,2026-09-03 15:00:00-04:00,29530.75,Partial TP1 + EOD,1.109661782178218,True
